company,square,agent_score,final_score,claim_ids,override_reason
AWS Verified Permissions / Cedar,I01,1,1,AWSCEDAR-043;AWSCEDAR-020,
AWS Verified Permissions / Cedar,I02,4,4,AWSCEDAR-043;AWSCEDAR-020;AWSCEDAR-001,
AWS Verified Permissions / Cedar,I03,0,0,AWSCEDAR-043,
AWS Verified Permissions / Cedar,I04,1,1,AWSCEDAR-043,
AWS Verified Permissions / Cedar,I05,3,3,AWSCEDAR-020;AWSCEDAR-019,
AWS Verified Permissions / Cedar,I06,4,4,AWSCEDAR-014;AWSCEDAR-001,
AWS Verified Permissions / Cedar,I07,1,1,AWSCEDAR-043;AWSCEDAR-022,
AWS Verified Permissions / Cedar,I08,2,2,AWSCEDAR-030;AWSCEDAR-028,
AWS Verified Permissions / Cedar,I09,2,2,AWSCEDAR-022;AWSCEDAR-028,
AWS Verified Permissions / Cedar,I10,4,4,AWSCEDAR-014;AWSCEDAR-015,
AWS Verified Permissions / Cedar,J01,1,1,AWSCEDAR-001;AWSCEDAR-007,
AWS Verified Permissions / Cedar,J02,0,1,AWSCEDAR-022;AWSCEDAR-024,documented IaC deployment rails (CFn/Terraform/CDK) equivalent to OPA git-to-bundle rails scored J02=1; nothing legal-specific in either
AWS Verified Permissions / Cedar,J03,0,0,AWSCEDAR-024,
AWS Verified Permissions / Cedar,J04,1,1,AWSCEDAR-033,
AWS Verified Permissions / Cedar,J05,2,2,AWSCEDAR-001;AWSCEDAR-021,
AWS Verified Permissions / Cedar,J06,0,0,AWSCEDAR-022,
AWS Verified Permissions / Cedar,J07,1,1,AWSCEDAR-012;AWSCEDAR-013;AWSCEDAR-023,
AWS Verified Permissions / Cedar,J08,1,1,AWSCEDAR-002;AWSCEDAR-012,
AWS Verified Permissions / Cedar,J09,1,1,AWSCEDAR-008;AWSCEDAR-024,
AWS Verified Permissions / Cedar,J10,1,1,AWSCEDAR-001;AWSCEDAR-022;AWSCEDAR-024,
Cerbos,A01,0,0,CERBOS-008;CERBOS-039,
Cerbos,A02,0,0,CERBOS-008;CERBOS-039,
Cerbos,A03,0,0,CERBOS-008;CERBOS-039,
Cerbos,A04,0,0,CERBOS-008;CERBOS-039,
Cerbos,A05,0,0,CERBOS-008;CERBOS-039,
Cerbos,A06,0,0,CERBOS-008;CERBOS-039,
Cerbos,A07,0,0,CERBOS-008;CERBOS-039,
Cerbos,A08,0,0,CERBOS-008;CERBOS-039,
Cerbos,A09,0,0,CERBOS-008;CERBOS-039,
Cerbos,A10,0,0,CERBOS-008;CERBOS-039,
Cerbos,B01,4,4,CERBOS-002,
Cerbos,B02,4,4,CERBOS-002,
Cerbos,B03,3,3,CERBOS-003;CERBOS-020;CERBOS-028,
Cerbos,B04,2,2,CERBOS-004;CERBOS-005,
Cerbos,B05,3,3,CERBOS-005;CERBOS-002,
Cerbos,B06,4,4,CERBOS-006;CERBOS-035,
Cerbos,B07,2,2,CERBOS-030;CERBOS-006,
Cerbos,B08,3,3,CERBOS-034;CERBOS-009,
Cerbos,B09,3,3,CERBOS-017;CERBOS-037,
Cerbos,B10,2,2,CERBOS-011;CERBOS-012;CERBOS-016,
Cerbos,C01,2,2,CERBOS-009,
Cerbos,C02,1,1,CERBOS-008,
Cerbos,C03,1,1,CERBOS-002;CERBOS-008,
Cerbos,C04,2,2,CERBOS-010;CERBOS-042,
Cerbos,C05,4,4,CERBOS-007;CERBOS-015;CERBOS-016,
Cerbos,C06,0,0,CERBOS-039,
Cerbos,C07,2,1,CERBOS-017;CERBOS-018,"cited evidence is tests+staging only, same class as OPA C07=1; no diff/replay impact tooling; report's own weaknesses section concedes absence"
Cerbos,C08,1,1,CERBOS-019;CERBOS-041,
Cerbos,C09,0,0,CERBOS-040,
Cerbos,C10,0,0,CERBOS-039,
Cerbos,D01,3,3,CERBOS-011;CERBOS-002,
Cerbos,D02,4,4,CERBOS-011;CERBOS-014,
Cerbos,D03,4,4,CERBOS-012;CERBOS-014;CERBOS-016,
Cerbos,D04,4,4,CERBOS-011;CERBOS-013;CERBOS-014,
Cerbos,D05,1,1,CERBOS-019;CERBOS-041,
Cerbos,D06,3,3,CERBOS-012;CERBOS-015;CERBOS-016,
Cerbos,D07,2,2,CERBOS-014,
Cerbos,D08,3,3,CERBOS-011;CERBOS-014;CERBOS-026,
Cerbos,D09,2,1,CERBOS-018;CERBOS-014;CERBOS-015,bundle signing covers distribution only; no audit-log tamper-evidence documented (report Sec.7); parity with OPA D09=1; Cedar keeps 2 for CloudTrail digest chains
Cerbos,D10,3,3,CERBOS-014;CERBOS-023;CERBOS-025,
Cerbos,E01,0,0,CERBOS-030,
Cerbos,E02,0,0,CERBOS-006,
Cerbos,E03,0,0,,
Cerbos,E04,0,0,CERBOS-006,
Cerbos,E05,0,0,,
Cerbos,E06,0,0,,
Cerbos,E07,0,0,,
Cerbos,E08,0,0,,
Cerbos,E09,0,0,,
Cerbos,E10,2,2,CERBOS-030,
Cerbos,F01,0,0,,
Cerbos,F02,0,0,,
Cerbos,F03,0,0,,
Cerbos,F04,0,0,,
Cerbos,F05,0,0,,
Cerbos,F06,0,0,,
Cerbos,F07,1,1,CERBOS-002,
Cerbos,F08,0,0,,
Cerbos,F09,0,0,,
Cerbos,F10,1,1,CERBOS-030,
Cerbos,G01,3,3,CERBOS-009;CERBOS-015;CERBOS-039,
Cerbos,G02,3,3,CERBOS-025,
Cerbos,G03,2,2,CERBOS-026,
Cerbos,G04,2,1,CERBOS-019;CERBOS-041,no Hub-native approval workflow (CERBOS-041); approvals are external git PRs; Permit keeps 2 for in-product Elements approval flows
Cerbos,G05,3,3,CERBOS-007;CERBOS-016,
Cerbos,G06,4,4,CERBOS-017;CERBOS-018;CERBOS-037,
Cerbos,G07,3,3,CERBOS-015;CERBOS-016;CERBOS-018,
Cerbos,G08,?,1,,resolved: Kafka audit streaming is a documented push channel; no webhook feature documented in PDP or Hub docs
Cerbos,G09,2,2,CERBOS-026,
Cerbos,G10,3,3,CERBOS-027;CERBOS-026,
Cerbos,H01,4,4,CERBOS-002;CERBOS-021;CERBOS-036,
Cerbos,H02,4,4,CERBOS-022,
Cerbos,H03,?,1,,resolved: same basis as G08
Cerbos,H04,3,3,CERBOS-037;CERBOS-026,
Cerbos,H05,2,2,CERBOS-040;CERBOS-002,
Cerbos,H06,2,2,CERBOS-023;CERBOS-002,
Cerbos,H07,2,2,CERBOS-002;CERBOS-026,
Cerbos,H08,3,3,CERBOS-031;CERBOS-011;CERBOS-016,
Cerbos,H09,3,3,CERBOS-019;CERBOS-023;CERBOS-024,
Cerbos,H10,3,3,CERBOS-043;CERBOS-024,
Cerbos,I01,1,1,CERBOS-039;CERBOS-028,
Cerbos,I02,4,4,CERBOS-001;CERBOS-028;CERBOS-032,
Cerbos,I03,0,0,,
Cerbos,I04,1,1,CERBOS-001,
Cerbos,I05,3,3,CERBOS-028;CERBOS-029,
Cerbos,I06,3,3,CERBOS-026;CERBOS-032,
Cerbos,I07,1,1,CERBOS-026;CERBOS-029,
Cerbos,I08,2,2,CERBOS-021;CERBOS-032,
Cerbos,I09,2,2,CERBOS-022;CERBOS-036,
Cerbos,I10,3,3,CERBOS-026,
Cerbos,J01,2,2,CERBOS-007;CERBOS-009;CERBOS-010,
Cerbos,J02,2,2,CERBOS-018;CERBOS-015;CERBOS-019,
Cerbos,J03,1,1,CERBOS-019;CERBOS-041,
Cerbos,J04,1,1,CERBOS-017;CERBOS-018,
Cerbos,J05,3,3,CERBOS-002;CERBOS-028;CERBOS-038,
Cerbos,J06,2,1,CERBOS-030,"Synapse verified as attribute enrichment only, no risk-vendor signal normalization, maturity unconfirmed; parity with Permit OPAL-based J06=1"
Cerbos,J07,3,3,CERBOS-011;CERBOS-012;CERBOS-014;CERBOS-016,
Cerbos,J08,2,2,CERBOS-012;CERBOS-014;CERBOS-015,
Cerbos,J09,1,1,CERBOS-037;CERBOS-039,
Cerbos,J10,3,2,CERBOS-015;CERBOS-018;CERBOS-016,strong generic control plane but zero regulatory lifecycle semantics (counsel/effective-dating/content); mechanism-only ceiling of 2 applied uniformly (Permit/OPA=2)
Permit.io,A01,0,0,PERMITIO-040,
Permit.io,A02,0,0,PERMITIO-040,
Permit.io,A03,0,0,PERMITIO-040,
Permit.io,A04,0,0,PERMITIO-040,
Permit.io,A05,0,0,PERMITIO-040,
Permit.io,A06,0,0,PERMITIO-040,
Permit.io,A07,0,0,PERMITIO-040,
Permit.io,A08,0,0,PERMITIO-040,
Permit.io,A09,0,0,PERMITIO-040,
Permit.io,A10,0,0,PERMITIO-040,
Permit.io,B01,4,4,PERMITIO-002;PERMITIO-022,
Permit.io,B02,4,4,PERMITIO-002;PERMITIO-004,
Permit.io,B03,4,3,PERMITIO-004;PERMITIO-005,vendor-published p95 figures without independent corroboration; same architecture/evidence class as Cerbos B03=3; OPA 4 anchored by perf docs + extreme-scale adopters
Permit.io,B04,2,2,PERMITIO-002;PERMITIO-018,
Permit.io,B05,2,2,PERMITIO-013;PERMITIO-002,
Permit.io,B06,4,4,PERMITIO-003;PERMITIO-041,
Permit.io,B07,3,3,PERMITIO-030;PERMITIO-011,
Permit.io,B08,1,1,PERMITIO-039;PERMITIO-033,
Permit.io,B09,2,2,PERMITIO-016;PERMITIO-017,
Permit.io,B10,3,3,PERMITIO-015,
Permit.io,C01,2,2,PERMITIO-007;PERMITIO-041,
Permit.io,C02,1,1,PERMITIO-009,
Permit.io,C03,1,1,PERMITIO-009;PERMITIO-002,
Permit.io,C04,2,2,PERMITIO-008;PERMITIO-041,
Permit.io,C05,3,3,PERMITIO-012,
Permit.io,C06,0,0,PERMITIO-040,
Permit.io,C07,2,2,PERMITIO-015;PERMITIO-017,
Permit.io,C08,1,1,PERMITIO-012;PERMITIO-020,
Permit.io,C09,0,0,PERMITIO-040,
Permit.io,C10,0,0,PERMITIO-040;PERMITIO-042,
Permit.io,D01,2,2,PERMITIO-013,
Permit.io,D02,4,4,PERMITIO-013,
Permit.io,D03,2,2,PERMITIO-014;PERMITIO-012,
Permit.io,D04,3,3,PERMITIO-013;PERMITIO-014,
Permit.io,D05,2,2,PERMITIO-018;PERMITIO-043,
Permit.io,D06,2,2,PERMITIO-015;PERMITIO-014,
Permit.io,D07,2,2,PERMITIO-013;PERMITIO-037,
Permit.io,D08,2,2,PERMITIO-013;PERMITIO-027,
Permit.io,D09,?,?,,
Permit.io,D10,3,3,PERMITIO-013;PERMITIO-019;PERMITIO-037,
Permit.io,E01,0,0,PERMITIO-031,
Permit.io,E02,1,0,PERMITIO-041;PERMITIO-031,age-conditioned enforcement over supplied attributes is not age verification; parity with OPA/Cerbos E02=0
Permit.io,E03,0,0,PERMITIO-031;PERMITIO-040,
Permit.io,E04,1,0,PERMITIO-007;PERMITIO-031,location-attribute evaluation is not geolocation; parity with OPA/Cerbos E04=0
Permit.io,E05,0,0,PERMITIO-031;PERMITIO-040,
Permit.io,E06,0,0,PERMITIO-031;PERMITIO-040,
Permit.io,E07,0,0,PERMITIO-031;PERMITIO-040,
Permit.io,E08,0,0,PERMITIO-031;PERMITIO-040,
Permit.io,E09,1,1,PERMITIO-018;PERMITIO-043,
Permit.io,E10,1,1,PERMITIO-030;PERMITIO-006,
Permit.io,F01,0,0,PERMITIO-040,
Permit.io,F02,0,0,PERMITIO-040,
Permit.io,F03,0,0,PERMITIO-040,
Permit.io,F04,0,0,PERMITIO-040,
Permit.io,F05,0,0,PERMITIO-040,
Permit.io,F06,0,0,PERMITIO-040,
Permit.io,F07,1,1,PERMITIO-002;PERMITIO-010,
Permit.io,F08,0,0,PERMITIO-040,
Permit.io,F09,0,0,PERMITIO-040,
Permit.io,F10,1,1,PERMITIO-006;PERMITIO-030,
Permit.io,G01,4,4,PERMITIO-011;PERMITIO-002;PERMITIO-027,
Permit.io,G02,3,3,PERMITIO-020,
Permit.io,G03,3,2,PERMITIO-027,SSO is an Enterprise pricing line item without implementation docs; parity with Cerbos G03=2; Cedar keeps 3 (documented platform SSO)
Permit.io,G04,2,2,PERMITIO-018;PERMITIO-012,
Permit.io,G05,4,4,PERMITIO-011;PERMITIO-017,
Permit.io,G06,3,3,PERMITIO-016;PERMITIO-015,
Permit.io,G07,3,3,PERMITIO-012;PERMITIO-017;PERMITIO-021,
Permit.io,G08,2,2,PERMITIO-036,
Permit.io,G09,3,2,PERMITIO-027,"'custom SLA options incl. 99.99%' is a pricing-page mention, no published SLA doc; parity with Cerbos G09=2; Cedar keeps 3 (published SLA)"
Permit.io,G10,3,3,PERMITIO-026,
Permit.io,H01,4,4,PERMITIO-022,
Permit.io,H02,4,4,PERMITIO-024,
Permit.io,H03,2,2,PERMITIO-036,
Permit.io,H04,3,3,PERMITIO-011;PERMITIO-027,
Permit.io,H05,3,3,PERMITIO-022,
Permit.io,H06,?,2,,"resolved: decision path is a stateless, inherently idempotent read (same reasoning as OPA/Cerbos H06=2); no key mechanism documented"
Permit.io,H07,3,3,PERMITIO-022;PERMITIO-023,
Permit.io,H08,3,3,PERMITIO-037;PERMITIO-014,
Permit.io,H09,4,4,PERMITIO-012;PERMITIO-025,
Permit.io,H10,3,3,PERMITIO-025;PERMITIO-012,
Permit.io,I01,1,1,PERMITIO-026;PERMITIO-028,
Permit.io,I02,4,4,PERMITIO-001;PERMITIO-024;PERMITIO-022,
Permit.io,I03,0,0,PERMITIO-040,
Permit.io,I04,1,1,PERMITIO-018;PERMITIO-035,
Permit.io,I05,3,3,PERMITIO-028;PERMITIO-029,
Permit.io,I06,4,4,PERMITIO-027;PERMITIO-044,
Permit.io,I07,1,1,PERMITIO-027,
Permit.io,I08,2,2,PERMITIO-006;PERMITIO-012,
Permit.io,I09,2,2,PERMITIO-028;PERMITIO-002,
Permit.io,I10,3,3,PERMITIO-027;PERMITIO-044,
Permit.io,J01,2,2,PERMITIO-009;PERMITIO-012;PERMITIO-007,
Permit.io,J02,2,2,PERMITIO-017;PERMITIO-012,
Permit.io,J03,1,1,PERMITIO-020;PERMITIO-012,
Permit.io,J04,2,2,PERMITIO-015,
Permit.io,J05,4,3,PERMITIO-002;PERMITIO-004;PERMITIO-011,"core product but boolean-only contract, review only via Elements pattern, no regulated-action semantics; parity with OPA/Cerbos J05=3"
Permit.io,J06,1,1,PERMITIO-003;PERMITIO-030,
Permit.io,J07,2,2,PERMITIO-013;PERMITIO-014,
Permit.io,J08,2,2,PERMITIO-015;PERMITIO-012,
Permit.io,J09,1,1,PERMITIO-042,
Permit.io,J10,2,2,PERMITIO-011;PERMITIO-012;PERMITIO-017;PERMITIO-021,
